NS,ND,NF,Entropy,LA,LD,LT,FIX,NDEV,AGE,REXP,EXP,condition,Loop,Lock,Function,Runtime,Cpu,Memory,IO,runeffect,cpueffect,memeffect,ioeffect
1,2,2,0.750270915,0.003415301,0.296127563,0.152647378,1,2,0.518056437,NA,NA,6,0,0,29,0,0,1,1,not,implarge,reglarge,reglarge
1,1,1,0,0.00136612,0.01063022,0.025803155,0,2,0.507469977,44,74,0,0,0,0,0,0,0,1,not,implarge,reglarge,reglarge
1,2,3,1.505525538,0.013661202,0.041002278,0.610589513,1,2,0.501014006,15,36,0,0,0,18,0,0,1,1,not,implarge,reglarge,reglarge
1,2,3,1.505525538,0.013661202,0.041002278,0.610589513,1,2,0.501014006,15,36,0,0,0,20,0,0,0,1,not,implarge,reglarge,reglarge
1,5,10,2.81556164,0.025273224,0.05770691,0.194864917,1,1,0.397009954,0,8,0,0,0,0,0,1,0,1,not,reglarge,implarge,implarge
1,5,10,2.81556164,0.025273224,0.05770691,0.194864917,0,1,0.397009954,0,8,0,0,0,0,0,0,0,1,not,implarge,reglarge,reglarge
1,2,2,0.945660305,0.003415301,0.003796507,0.043814268,0,2,0.392699473,48,106,0,0,0,6,0,0,0,1,not,implarge,reglarge,reglarge
1,2,2,0.604373242,0.006830601,0.07896735,0.183623938,0,1,0.485753644,NA,NA,3,0,0,10,0,0,1,1,not,implarge,reglarge,reglarge
1,3,3,0.899939119,0.004781421,0.088838269,0.208341317,1,2,0.484616477,NA,NA,2,0,0,13,0,0,0,1,not,implarge,reglarge,reglarge
1,1,1,0,0.00204918,0.00531511,0.025611548,1,2,0.485045629,61,187,0,0,0,0,0,0,1,1,not,implarge,reglarge,reglarge
1,6,8,2.404041297,0,0.240698557,0.311042984,1,2,0.363144892,0,1,6,1,0,22,0,0,0,1,not,implarge,reglarge,reglarge
1,1,1,0,0.00136612,0.015186029,0.442805135,0,2,0.478211361,46,46,5,0,0,10,0,1,0,1,not,reglarge,implarge,implarge
2,4,6,1.507212593,0.010928962,0.078208049,0.155266015,1,1,0.464268904,0,1,0,0,0,2,0,0,0,1,not,implarge,reglarge,reglarge
1,3,3,0.823631123,0.00136612,0.037205771,0.086798237,1,1,0.443208985,0,1,0,0,0,3,0,1,0,1,not,regmedium,impmedium,impmedium
1,4,8,2.031126799,0.029371585,0.124525437,0.321325925,1,2,0.443266153,0,1,1,0,0,8,0,0,0,0,not,not,not,not
1,4,8,2.031126799,0.029371585,0.124525437,0.321325925,1,2,0.443266153,0,1,0,0,0,0,0,0,0,0,not,implarge,not,not
1,3,3,0.46708144,0.004781421,0.069855733,0.029571438,1,2,0.436080183,0,26,0,0,0,6,0,0,0,0,not,not,not,not
1,1,3,1.010382153,0.214480874,0.281700835,0.089608482,1,2,0.429905767,NA,NA,0,0,0,0,0,0,0,0,not,implarge,not,not
1,1,1,0,0.004098361,0.000759301,0.079581018,0,1,0.457850062,80,269,0,0,2,2,0,0,0,0,not,impmedium,not,not
1,5,7,2.143152721,0.044398907,0.086560364,0.255668391,0,2,0.456088778,52,331,0,0,0,2,0,0,0,0,not,not,not,not
1,5,11,2.464794319,0.035519126,0.229309036,0.728172702,1,2,0.45269756,30,431,0,0,0,5,0,0,1,1,not,impmedium,regmedium,regmedium
1,5,11,2.464794319,0.035519126,0.229309036,0.728172702,1,2,0.45269756,30,431,0,0,0,4,0,0,1,1,not,implarge,reglarge,reglarge
1,5,11,2.464794319,0.035519126,0.229309036,0.728172702,1,2,0.45269756,30,431,0,0,0,3,0,0,0,1,not,implarge,reglarge,reglarge
1,5,11,2.464794319,0.035519126,0.229309036,0.728172702,1,2,0.45269756,30,431,11,2,0,36,0,0,1,1,not,implarge,regmedium,regmedium
1,2,3,1.483355755,0.003415301,0.013667426,0.200102191,1,2,0.448177238,96,307,0,0,0,1,0,0,1,1,not,impmedium,regmedium,regmedium
1,3,5,1.055191344,0.006147541,0.055429005,0.15564923,1,2,0.446971759,76,428,0,0,0,0,0,0,1,1,not,implarge,reglarge,reglarge
1,1,1,0,0.015710383,0.032649962,0.126716485,1,2,0.443813566,NA,NA,6,1,2,27,0,0,0,1,not,implarge,reglarge,reglarge
1,9,23,3.512893876,0.031420765,0.309035687,0.795937919,1,2,0.431974308,0,1,0,0,0,7,0,0,0,0,not,not,not,not
1,9,23,3.512893876,0.031420765,0.309035687,0.795937919,1,2,0.431974308,0,1,3,1,1,18,0,0,0,0,not,implarge,not,not
1,9,23,3.512893876,0.031420765,0.309035687,0.795937919,1,2,0.431974308,0,1,0,2,0,4,0,1,0,1,not,reglarge,implarge,implarge
1,9,23,3.512893876,0.031420765,0.309035687,0.795937919,1,2,0.431974308,0,1,0,0,0,8,0,0,1,1,not,impmedium,regmedium,regmedium
1,2,2,0.642064289,0.00136612,0.034927866,0.606374146,1,2,0.426838089,0,10,5,2,0,12,0,0,0,1,not,implarge,reglarge,reglarge
1,2,2,0.642064289,0.00136612,0.034927866,0.606374146,1,2,0.426838089,0,10,1,0,0,3,0,0,1,1,not,implarge,reglarge,reglarge
1,2,4,1.248575092,0.004098361,0.067577828,0.119435396,1,2,0.426209152,24,139,0,0,0,2,0,1,0,1,not,regmedium,impmedium,impmedium
1,2,4,1.248575092,0.004098361,0.067577828,0.119435396,1,2,0.426209152,24,139,0,0,0,2,0,0,0,1,not,implarge,reglarge,reglarge
1,2,5,1.423436551,0.015710383,0.08959757,0.687615763,1,2,0.423418294,30,431,0,0,0,0,0,0,0,0,not,not,not,not
1,2,5,1.423436551,0.015710383,0.08959757,0.687615763,1,2,0.423418294,30,431,0,0,0,1,0,0,1,1,not,impmedium,regmedium,regmedium
1,2,5,1.423436551,0.015710383,0.08959757,0.687615763,1,2,0.423418294,30,431,5,0,0,38,0,1,0,1,not,reglarge,implarge,implarge
2,5,10,2.975834605,0.045765027,0.09491268,0.308615955,1,2,0.420414366,NA,NA,2,0,0,5,0,0,1,1,not,impmedium,regmedium,regmedium
1,2,2,0.706274089,0,0.058466211,0.132464712,1,2,0.412920063,0,732,3,0,1,7,0,0,0,1,not,implarge,reglarge,reglarge
1,12,36,4.281574408,1,0.984813971,0.279299994,1,2,0.412591409,0,8,0,0,0,0,0,0,1,1,not,implarge,reglarge,reglarge
1,12,36,4.281574408,1,0.984813971,0.279299994,0,2,0.412591409,0,8,0,0,0,2,0,0,0,1,not,implarge,reglarge,reglarge
1,2,2,0.600608575,0,0.030372058,0.065785272,0,2,0.405486279,NA,NA,0,0,0,0,0,0,0,0,not,not,not,not
2,3,3,1.361783586,0.020491803,0.050113895,0.101488152,0,1,0.411460481,0,26,6,0,2,13,0,0,0,0,not,not,not,not
1,2,3,0.539442065,0.004098361,0.261199696,0.282174107,1,2,0.506961258,NA,NA,2,0,0,8,0,0,1,1,not,implarge,reglarge,reglarge
1,1,1,0,0.00204918,0.003037206,0.44005876,1,2,0.406675829,30,431,0,0,0,4,0,0,0,1,not,implarge,reglarge,reglarge
1,1,1,0,0.00136612,0.004555809,0.009644249,1,2,0.402318384,NA,NA,0,0,0,4,0,0,1,1,not,impmedium,regmedium,regmedium
1,3,3,0.675303576,0,0.041002278,0.043431053,1,1,0.396938535,NA,NA,1,0,0,1,0,0,0,0,not,not,not,not
1,2,2,0.252530772,0.00068306,0.0523918,0.180813694,1,2,0.395554031,15,36,0,0,0,0,0,0,0,0,not,implarge,not,not
1,2,2,0.970950594,0.00068306,0.002277904,0.143833429,1,2,0.391813889,0,160,2,0,0,2,0,1,0,1,not,regmedium,impmedium,impmedium
1,4,4,0.877875469,0,0.072892938,0.070256115,1,2,0.385325108,NA,NA,0,0,0,2,0,0,1,1,not,implarge,reglarge,reglarge
1,2,3,1.217796812,0.006830601,0.029612756,0.465223223,1,2,0.377476913,28,81,3,0,0,3,0,0,0,1,not,implarge,reglarge,reglarge
1,5,8,1.69736444,0.014344262,0.150341686,0.191160503,1,2,0.364504171,76,428,2,0,2,10,0,0,0,0,not,not,not,not
1,5,8,1.69736444,0.014344262,0.150341686,0.191160503,1,2,0.364504171,76,428,0,0,0,2,0,0,0,0,impmedium,implarge,not,not
1,2,3,1.015260747,0.00273224,0.124525437,0.063358242,1,2,0.354739546,76,428,4,2,1,14,0,0,0,0,not,implarge,not,not
1,2,2,0.67694187,0.041666667,0.016704632,0.448681101,1,2,0.353743444,15,36,2,0,0,6,0,0,1,1,not,implarge,reglarge,reglarge
1,1,1,0,0,0.001518603,0.061314428,0,1,0.337516084,70,349,0,0,0,1,0,1,0,1,not,regmedium,impmedium,impmedium
1,2,2,0.566509507,0.003415301,0.006833713,0.126652615,1,1,0.333793375,44,74,1,0,0,6,0,0,0,1,not,implarge,reglarge,reglarge
2,5,6,1.757512081,0.006147541,0.082763857,0.261735965,1,2,0.319011723,44,74,0,0,0,2,0,0,1,1,not,implarge,reglarge,reglarge
2,5,6,1.757512081,0.006147541,0.082763857,0.261735965,1,2,0.319011723,44,74,0,0,0,2,0,0,0,1,not,implarge,reglarge,reglarge
2,5,6,1.757512081,0.006147541,0.082763857,0.261735965,1,2,0.319011723,44,74,0,0,0,2,0,0,1,1,not,implarge,reglarge,reglarge
1,2,3,1.019177574,0.034153005,0.148063781,0.06112282,1,2,0.321328947,NA,NA,0,0,1,0,0,0,0,1,not,implarge,reglarge,reglarge
1,1,1,0,0.004098361,0.003796507,0.041004024,1,2,0.31459574,NA,NA,0,0,0,0,0,0,1,1,not,implarge,reglarge,reglarge
1,3,18,3.951989,0.069672131,0.024297646,0.418343233,1,2,0.29170072,44,74,0,0,0,4,0,0,0,1,not,implarge,reglarge,reglarge
1,3,18,3.951989,0.069672131,0.024297646,0.418343233,1,2,0.29170072,44,74,0,0,0,4,0,1,0,1,not,reglarge,implarge,implarge
1,6,11,2.562520421,0.299180328,0.435839028,0.515935364,1,2,0.434999376,37,78,4,5,0,50,0,0,0,1,impmedium,implarge,reglarge,reglarge
1,6,11,2.562520421,0.299180328,0.435839028,0.515935364,0,2,0.434999376,37,78,0,0,0,0,0,0,0,1,not,implarge,reglarge,reglarge
1,1,1,0,0.00068306,0.001518603,0.163824487,0,2,0.295085099,10,11,1,0,0,3,0,0,1,1,not,implarge,reglarge,reglarge
1,2,2,0.863120569,0.00136612,0.008352316,0.055310724,1,2,0.313080093,76,82,0,0,0,1,0,0,0,1,not,implarge,reglarge,reglarge
1,2,2,0.863120569,0.00136612,0.008352316,0.055310724,1,2,0.313080093,76,82,0,0,0,0,0,1,0,1,not,reglarge,implarge,implarge
1,1,1,0,0,0.01063022,0.021651657,1,2,0.309772577,NA,NA,1,0,0,0,0,0,0,1,not,implarge,reglarge,reglarge
1,2,4,1.428977334,0.105874317,0.472285497,0.11751932,1,2,0.300108745,44,74,2,0,0,17,0,0,0,1,not,implarge,reglarge,reglarge
1,2,3,0.583975173,0.025273224,0.115413819,0.233058696,1,2,0.299015032,24,139,2,0,0,8,0,0,1,1,not,implarge,reglarge,reglarge
1,2,3,0.583975173,0.025273224,0.115413819,0.233058696,1,2,0.299015032,24,139,0,0,0,1,0,1,0,1,not,reglarge,implarge,implarge
1,4,4,1.314026015,0.004781421,0.095671982,0.016733729,1,1,0.297109269,55,179,0,0,0,1,0,0,0,1,not,implarge,reglarge,reglarge
1,2,2,0.874556265,0.003415301,0.093394077,0.074726959,1,2,0.286004903,NA,NA,6,0,0,9,1,0,0,1,regmedium,implarge,reglarge,reglarge
1,5,7,2.767005508,0.027322404,0.201974184,0.464903877,1,2,0.404322198,28,81,4,0,0,14,0,0,1,1,not,implarge,reglarge,reglarge
1,5,7,2.767005508,0.027322404,0.201974184,0.464903877,1,2,0.404322198,28,81,3,0,0,7,0,1,0,1,not,regmedium,impmedium,impmedium
1,5,7,2.767005508,0.027322404,0.201974184,0.464903877,1,2,0.404322198,28,81,2,0,0,11,0,0,0,1,not,implarge,reglarge,reglarge
1,2,3,1.172146704,0.012295082,0.056947608,0.218943604,1,2,0.566527942,15,36,0,0,1,4,0,0,0,1,not,implarge,reglarge,reglarge
1,1,1,0,0.004781421,0.012148823,0.095356709,0,2,0.396290121,NA,NA,0,0,2,3,0,0,1,1,not,implarge,reglarge,reglarge
1,1,3,0.848197879,0.010928962,0.01594533,0.030593345,1,2,0.384648741,NA,NA,0,0,0,0,0,0,0,1,not,implarge,reglarge,reglarge
1,1,3,0.848197879,0.010928962,0.01594533,0.030593345,1,2,0.384648741,NA,NA,0,0,0,5,0,1,0,1,not,reglarge,implarge,implarge
1,1,1,0,0.00136612,0.004555809,0.118413489,1,2,0.374358026,76,428,0,0,0,6,0,0,0,1,not,implarge,reglarge,reglarge
1,1,2,0.331061362,0.024590164,0.121488231,0.166059909,1,2,0.350385759,20,225,1,0,2,110,0,1,0,1,not,reglarge,implarge,implarge
1,1,1,0,0.004781421,0.142748671,0.04445296,1,2,0.327406034,0,1,17,6,0,58,0,0,0,1,not,implarge,reglarge,reglarge
1,1,1,0,0.004098361,0.011389522,0.162547104,1,2,0.322072268,76,428,1,1,0,6,0,1,0,1,not,reglarge,implarge,implarge
1,2,3,1.289045072,0.024590164,0.06833713,0.465223223,1,2,0.303945984,11,41,2,3,0,9,0,0,0,1,not,implarge,reglarge,reglarge
1,1,1,0,0.00136612,0.000759301,0.162547104,1,2,0.302444136,54,390,2,0,0,4,0,0,0,0,not,not,not,not
2,4,4,1.783122755,0.068306011,0.053151101,0.17953631,1,2,0.297920548,NA,NA,1,0,0,9,0,0,1,1,not,impmedium,regmedium,regmedium
1,1,1,0,0.006147541,0.022019742,0.032701028,0,2,0.293869515,61,187,6,0,0,6,0,0,0,0,not,not,not,not
1,2,3,1.22446876,0.015027322,0.015186029,0.048668327,1,2,0.293838907,61,187,0,2,0,8,0,0,0,0,not,implarge,not,not
1,2,3,1.22446876,0.015027322,0.015186029,0.048668327,1,2,0.293838907,61,187,0,0,0,0,0,1,0,1,not,regmedium,impmedium,impmedium
1,4,4,0.954472217,0.006147541,0.10022779,0.188158651,1,2,0.293719997,52,331,0,0,0,1,0,0,1,1,not,implarge,regmedium,regmedium
1,4,4,0.954472217,0.006147541,0.10022779,0.188158651,1,2,0.293719997,52,331,0,0,0,1,0,1,0,1,not,reglarge,implarge,implarge
1,2,3,1.22446876,0.015027322,0.015186029,0.048668327,1,1,0.294003962,61,187,0,2,0,8,0,0,1,1,not,implarge,reglarge,implarge
1,2,3,1.22446876,0.015027322,0.015186029,0.048668327,1,1,0.294003962,61,187,0,0,0,0,0,0,0,1,not,implarge,reglarge,reglarge
1,1,1,0,0.006147541,0.022019742,0.032701028,1,2,0.293564105,61,187,6,0,0,6,0,0,0,0,not,not,not,not
1,3,4,1.883383098,0.005464481,0.008352316,0.164527049,1,2,0.292725265,52,331,0,0,0,0,0,0,0,0,not,implarge,not,not
1,3,4,1.883383098,0.005464481,0.008352316,0.164527049,1,2,0.292725265,52,331,1,1,0,5,0,0,0,0,not,not,not,not
1,3,4,1.883383098,0.005464481,0.008352316,0.164527049,1,2,0.292725265,52,331,0,0,0,0,0,0,0,0,not,implarge,not,not
1,3,4,1.883383098,0.005464481,0.008352316,0.164527049,1,2,0.292725265,52,331,1,1,0,5,0,0,1,1,not,impmedium,regmedium,regmedium
1,4,5,2.08209915,0.014344262,0.037205771,0.095356709,1,2,0.291341226,55,179,1,0,0,5,0,1,0,1,not,regmedium,impmedium,impmedium
1,4,5,2.08209915,0.014344262,0.037205771,0.095356709,0,2,0.291341226,55,179,0,0,0,2,0,0,0,1,not,implarge,reglarge,reglarge
1,4,5,2.08209915,0.014344262,0.037205771,0.095356709,0,2,0.291341226,55,179,1,0,0,5,0,0,0,1,not,implarge,reglarge,reglarge
1,4,5,2.08209915,0.014344262,0.037205771,0.095356709,0,2,0.291341226,55,179,0,0,0,2,0,0,1,1,impmedium,implarge,reglarge,reglarge
1,5,7,1.711537122,0.026639344,1,0.162355496,0,2,0.292332741,NA,NA,0,0,0,0,0,0,0,1,not,implarge,reglarge,reglarge
1,5,7,1.711537122,0.026639344,1,0.162355496,0,2,0.292332741,NA,NA,3,3,0,10,0,1,0,1,not,reglarge,implarge,implarge
1,5,7,1.711537122,0.026639344,1,0.162355496,0,2,0.291651431,NA,NA,0,0,0,0,0,0,0,0,not,not,not,not
1,5,7,1.711537122,0.026639344,1,0.162355496,0,2,0.291651431,NA,NA,3,3,0,10,0,0,0,0,not,implarge,not,not
1,2,2,0.537376085,0.008196721,0.033409263,0.043558792,0,,0.955076851,0,65,2,1,0,12,1,0,0,0,reglarge,not,not,not
1,2,2,0.537376085,0.008196721,0.033409263,0.043558792,1,2,0.955076851,0,65,2,1,0,12,0,0,0,0,impmedium,not,not,not
1,2,2,0.395537806,0.015710383,0.030372058,0.016350514,1,2,0.912245892,NA,NA,1,0,0,0,0,0,0,0,not,not,not,not
1,2,2,0.395537806,0.015710383,0.030372058,0.016350514,1,2,0.912245892,NA,NA,1,0,0,0,0,1,1,0,not,reglarge,reglarge,not
2,4,4,1.458715528,0.00273224,0.016704632,0.069298078,1,2,0.910199505,46,46,0,0,0,6,0,0,0,0,not,not,not,not
2,4,4,1.458715528,0.00273224,0.016704632,0.069298078,1,2,0.910199505,46,46,0,0,0,6,1,0,0,0,regsmall,not,impmedium,not
1,6,10,2.545274973,0.024590164,0.041761579,0.355495944,1,2,0.88396712,0,732,0,2,0,5,1,0,0,0,reglarge,implarge,not,not
1,6,10,2.545274973,0.024590164,0.041761579,0.355495944,1,2,0.88396712,0,732,0,2,0,5,0,0,0,0,implarge,not,not,not
1,6,10,2.545274973,0.024590164,0.041761579,0.355495944,1,2,0.88396712,0,732,0,0,0,2,1,0,0,0,reglarge,not,not,not
1,6,10,2.545274973,0.024590164,0.041761579,0.355495944,1,2,0.88396712,0,732,0,0,0,2,0,0,0,0,implarge,not,not,not
1,6,10,2.545274973,0.024590164,0.041761579,0.355495944,1,2,0.88396712,0,732,0,0,0,2,1,0,0,0,reglarge,not,not,not
1,6,10,2.545274973,0.024590164,0.041761579,0.355495944,1,2,0.88396712,0,732,0,0,0,2,0,0,0,0,implarge,not,impmedium,not
1,5,9,2.568042698,0.043715847,0.291571754,0.485916842,1,2,0.870957958,76,82,4,0,0,9,1,0,0,0,reglarge,not,not,not
1,5,9,2.568042698,0.043715847,0.291571754,0.485916842,1,2,0.870957958,76,82,4,0,0,9,0,0,0,0,not,not,not,not
1,3,4,1.793717124,0.007513661,0.042520881,0.092035511,1,1,0.865027881,76,82,0,0,0,7,0,0,0,0,impmedium,not,not,not
1,3,4,1.793717124,0.007513661,0.042520881,0.092035511,1,1,0.865027881,76,82,0,0,0,7,1,0,0,0,regsmall,not,not,not
1,2,2,0.761732723,0.010928962,0.110858011,0.217538481,1,2,0.864730521,55,179,1,0,0,13,0,0,0,0,not,impmedium,not,not
1,2,2,0.761732723,0.010928962,0.110858011,0.217538481,1,2,0.864730521,55,179,1,0,0,13,0,0,0,0,not,not,not,not
2,3,5,1.711121078,0.004781421,0.060744115,0.137701986,1,2,0.864586374,48,106,1,0,0,2,1,0,0,0,reglarge,implarge,not,not
2,3,5,1.711121078,0.004781421,0.060744115,0.137701986,0,2,0.864586374,48,106,1,0,0,2,0,0,0,0,impmedium,not,not,not
1,2,3,0.874879461,0.006830601,0.110098709,0.238806923,0,2,0.863735814,76,82,1,3,0,7,1,0,0,0,reglarge,impmedium,not,not
1,2,3,0.874879461,0.006830601,0.110098709,0.238806923,1,2,0.863735814,76,82,1,3,0,7,1,0,0,0,reglarge,implarge,not,not
1,2,3,0.889113618,0.020491803,0.01594533,0.10091333,1,2,0.86264818,0,732,1,2,2,15,0,0,0,0,not,not,not,not
1,2,3,0.889113618,0.020491803,0.01594533,0.10091333,0,2,0.86264818,0,732,1,2,2,15,0,0,0,0,not,implarge,not,not
1,2,2,0.91244118,0.011612022,0.030372058,0.100274638,0,2,0.153494769,NA,NA,2,0,0,7,1,1,0,0,reglarge,regsmall,not,not
1,2,2,0.91244118,0.011612022,0.030372058,0.100274638,1,2,0.153494769,NA,NA,2,0,0,7,0,0,0,0,not,impmedium,not,not
1,3,3,1.294302404,0.00136612,0.056188307,0.173468736,1,1,0.857281262,80,269,2,0,0,15,1,0,0,0,reglarge,implarge,not,not
1,3,3,1.294302404,0.00136612,0.056188307,0.173468736,1,1,0.857281262,80,269,2,0,0,15,1,0,0,0,reglarge,not,not,not
1,3,3,1.294302404,0.051229508,0.000759301,0.177556365,1,2,0.856717872,80,269,2,0,0,15,0,0,0,0,implarge,not,not,not
1,3,3,1.294302404,0.051229508,0.000759301,0.177556365,1,2,0.856717872,80,269,2,0,0,15,0,0,0,0,implarge,not,not,not
1,3,3,1.294302404,0.00136612,0.056188307,0.173468736,1,1,0.85652375,80,269,2,0,0,15,1,0,0,0,reglarge,not,not,not
1,3,3,1.294302404,0.00136612,0.056188307,0.173468736,1,1,0.85652375,80,269,2,0,0,15,1,0,0,0,reglarge,not,not,not
1,3,3,1.306442485,0,0.053910402,0.1119627,1,2,0.856411043,80,269,2,0,0,13,1,0,0,0,reglarge,not,not,not
1,3,3,1.306442485,0,0.053910402,0.1119627,1,2,0.856411043,80,269,2,0,0,13,0,0,0,0,not,not,not,not
1,2,2,0.550588397,0.010245902,0.100987092,0.04132337,1,1,0.849825311,2,69,5,0,0,28,0,0,0,0,not,not,not,not
1,2,2,0.550588397,0.010245902,0.100987092,0.04132337,1,1,0.849825311,2,69,5,0,0,28,0,0,0,0,not,not,not,not
1,2,2,0.771311106,0.010245902,0.115413819,0.17078623,1,2,0.709824347,43,88,5,2,0,12,1,0,0,0,reglarge,not,implarge,not
1,2,2,0.771311106,0.010245902,0.115413819,0.17078623,1,2,0.709824347,43,88,5,2,0,12,0,0,0,0,not,not,not,not
1,2,2,0.291818257,0.00068306,0.028094153,0.074152136,1,2,0.841065413,NA,NA,0,0,0,0,0,0,0,0,not,not,not,not
1,2,2,0.291818257,0.00068306,0.028094153,0.074152136,1,2,0.841065413,NA,NA,0,0,0,0,0,1,1,0,not,reglarge,regsmall,not
1,4,7,1.962272476,0.049863388,0.040242976,0.232675481,1,2,0.840570996,NA,NA,5,2,0,29,0,0,0,0,impmedium,not,implarge,not
1,4,7,1.962272476,0.049863388,0.040242976,0.232675481,1,2,0.840570996,NA,NA,5,2,0,29,0,0,0,0,implarge,not,not,not
2,4,5,1.421137277,0.052595628,0.142748671,0.266398416,1,2,0.834499879,70,349,11,2,0,62,1,0,0,0,reglarge,not,not,not
2,4,5,1.421137277,0.052595628,0.142748671,0.266398416,1,2,0.834499879,70,349,11,2,0,62,1,0,1,0,reglarge,impmedium,regsmall,not
1,2,2,0.873981048,0,0.025056948,0.015009261,1,2,0.823873844,NA,NA,0,0,0,6,0,0,0,0,not,implarge,not,not
1,2,2,0.873981048,0,0.025056948,0.015009261,1,2,0.823873844,NA,NA,0,0,0,6,0,0,0,0,not,implarge,not,not
1,3,4,1.282290351,0,0.069096431,0.225586,1,2,0.812153165,NA,NA,1,2,1,4,1,0,0,0,reglarge,impmedium,not,not
1,3,4,1.282290351,0,0.069096431,0.225586,1,2,0.812153165,NA,NA,1,2,1,4,1,0,0,0,regsmall,not,not,not
1,2,2,1,0.00136612,0.000759301,0.043047838,1,2,0.8009093,NA,NA,0,0,0,0,1,0,1,0,regsmall,not,regsmall,not
1,2,2,1,0.00136612,0.000759301,0.043047838,1,2,0.8009093,NA,NA,0,0,0,0,0,0,0,0,not,not,not,not
1,7,13,2.568087616,0.031420765,0.413059985,0.601903302,1,2,0.794478139,2,69,11,2,0,46,1,1,0,0,reglarge,reglarge,not,not
1,7,13,2.568087616,0.031420765,0.413059985,0.601903302,0,2,0.794478139,2,69,11,2,0,46,0,1,0,0,not,regsmall,impmedium,not
1,2,3,1.509545717,0.00204918,0.020501139,0.02937983,0,2,0.767957177,NA,NA,1,0,0,4,0,0,0,0,impmedium,not,not,not
1,2,3,1.509545717,0.00204918,0.020501139,0.02937983,0,2,0.767957177,NA,NA,1,0,0,4,0,1,0,0,not,reglarge,not,not
1,2,5,2.095933999,0.003415301,0.042520881,0.076643035,0,1,0.762911976,0,8,1,0,0,1,0,1,0,0,not,regsmall,not,not
1,2,5,2.095933999,0.003415301,0.042520881,0.076643035,1,1,0.762911976,0,8,1,0,0,1,0,1,0,0,not,regsmall,not,not
1,5,10,1.716338493,0.137978142,0.223993926,0.319409849,1,2,0.759432799,0,732,5,2,7,103,1,1,0,0,reglarge,reglarge,not,not
1,5,10,1.716338493,0.137978142,0.223993926,0.319409849,0,2,0.759432799,0,732,5,2,7,103,0,0,0,0,implarge,not,not,not
1,2,2,0.357646706,0,0.044039484,0.06834004,0,2,0.758610009,61,187,0,0,0,2,0,0,0,0,impmedium,not,not,not
1,2,2,0.357646706,0,0.044039484,0.06834004,1,2,0.758610009,61,187,0,0,0,2,0,0,0,0,not,impmedium,not,not
1,2,2,0.930586129,0.008879781,0.028853455,0.050648272,1,1,0.756983526,NA,NA,2,0,0,13,0,0,0,0,not,not,not,not
1,2,2,0.930586129,0.008879781,0.028853455,0.050648272,1,1,0.756983526,NA,NA,2,0,0,13,0,0,0,0,not,not,not,not
1,2,2,0.802353443,0.023907104,0.006833713,0.052117264,1,2,0.757048523,NA,NA,1,0,0,8,0,0,0,0,impmedium,impmedium,not,not
1,2,2,0.802353443,0.023907104,0.006833713,0.052117264,1,2,0.757048523,NA,NA,1,0,0,8,0,1,0,0,not,regsmall,not,not
1,2,2,0.684038436,0.00068306,0.006833713,0.03333972,1,2,0.645879739,0,26,1,0,0,1,0,0,0,0,not,not,not,not
1,2,2,0.684038436,0.00068306,0.006833713,0.03333972,0,2,0.645879739,0,26,1,0,0,1,0,1,0,0,not,reglarge,not,not
1,3,3,0.485685255,0.004098361,0.088078967,0.276106534,0,2,0.680352477,37,73,0,0,0,6,0,1,0,0,implarge,reglarge,not,not
1,3,3,0.485685255,0.004098361,0.088078967,0.276106534,1,2,0.680352477,37,73,0,0,0,6,0,0,0,0,not,not,not,not
1,2,2,0.660962335,0.00136612,0.024297646,0.022929041,1,1,0.694812509,NA,NA,1,0,0,3,0,0,0,0,not,not,not,not
1,2,2,0.660962335,0.00136612,0.024297646,0.022929041,1,1,0.694812509,NA,NA,1,0,0,3,0,0,0,0,not,implarge,not,not
1,2,3,0.879816582,0.003415301,0.028853455,0.015392476,1,1,0.743200631,NA,NA,0,0,0,5,0,0,0,0,implarge,not,not,not
1,2,3,0.879816582,0.003415301,0.028853455,0.015392476,1,1,0.743200631,NA,NA,0,0,0,5,0,0,0,0,not,not,not,not
1,2,3,0.847723174,0.003415301,0.054669704,0.229418152,1,2,0.737083798,NA,NA,1,0,0,4,0,0,0,0,not,not,not,not
1,2,3,0.847723174,0.003415301,0.054669704,0.229418152,1,2,0.737083798,NA,NA,1,0,0,4,0,0,0,0,not,not,not,not
1,2,2,0.936667382,0.00136612,0.023538345,0.037171872,1,2,0.736113117,80,269,1,0,0,5,1,0,0,1,reglarge,impmedium,not,impmedium
1,2,2,0.936667382,0.00136612,0.023538345,0.037171872,1,2,0.736113117,80,269,1,0,0,5,0,1,0,0,not,regsmall,not,not
1,3,4,1.615711242,0.034153005,0.06833713,0.119754742,1,2,0.735284712,43,88,0,0,0,2,1,0,0,0,reglarge,not,impmedium,not
1,3,4,1.615711242,0.034153005,0.06833713,0.119754742,1,2,0.735284712,43,88,0,0,0,2,1,0,0,0,reglarge,not,not,not
2,4,5,1.864000216,0.005464481,0.041002278,0.190394073,1,2,0.730922434,30,43,0,0,0,7,1,0,0,0,reglarge,not,not,not
2,4,5,1.864000216,0.005464481,0.041002278,0.190394073,1,2,0.730922434,30,43,0,0,0,7,1,0,0,0,regsmall,not,not,not
1,4,4,1.862556394,0.00204918,0.029612756,0.095931532,1,2,0.715724476,96,307,0,0,0,2,1,0,0,0,reglarge,implarge,not,not
